filename,cx_norm,cy_norm,tx_norm,ty_norm
frame_000000.png,0.5,0.5,0.658854,0.805505
frame_000001.png,0.5,0.5,0.6625,0.814679
frame_000002.png,0.5,0.5,0.404167,0.451376
frame_000003.png,0.5,0.5,0.511458,0.455963
frame_000004.png,0.5,0.5,0.514062,0.456881
frame_000005.png,0.5,0.5,0.502083,0.455963
frame_000006.png,0.5,0.5,0.645833,0.462385
frame_000007.png,0.5,0.5,0.423438,0.453211
frame_000008.png,0.5,0.5,0.460417,0.454128
frame_000009.png,0.5,0.5,0.493229,0.457798
frame_000010.png,0.5,0.5,0.335938,0.43945
frame_000011.png,0.5,0.5,0.407292,0.454128
frame_000012.png,0.5,0.5,0.490625,0.444037
frame_000013.png,0.5,0.5,0.473438,0.453211
frame_000014.png,0.5,0.5,0.692187,0.447706
frame_000015.png,0.5,0.5,0.499479,0.455963
frame_000016.png,0.5,0.5,0.663021,0.815596
frame_000017.png,0.5,0.5,0.497396,0.444954
frame_000018.png,0.5,0.5,0.413021,0.450459
frame_000019.png,0.5,0.5,0.486458,0.455963
frame_000020.png,0.5,0.5,0.491667,0.443119
frame_000021.png,0.5,0.5,0.496354,0.09633
frame_000022.png,0.5,0.5,0.496354,0.09633
frame_000023.png,0.5,0.5,0.496354,0.09633
frame_000024.png,0.5,0.5,0.496354,0.09633
frame_000025.png,0.5,0.5,0.496354,0.09633
frame_000026.png,0.5,0.5,0.658854,0.806422
frame_000027.png,0.5,0.5,0.6625,0.814679
frame_000028.png,0.5,0.5,0.347396,0.448624
frame_000029.png,0.5,0.5,0.500521,0.454128
frame_000030.png,0.5,0.5,0.589583,0.455963
frame_000031.png,0.5,0.5,0.542188,0.437615
frame_000032.png,0.5,0.5,0.680208,0.434862
frame_000033.png,0.5,0.5,0.665104,0.815596
frame_000034.png,0.5,0.5,0.503646,0.446789
frame_000035.png,0.5,0.5,0.661979,0.813761
frame_000036.png,0.5,0.5,0.549479,0.43945
frame_000037.png,0.5,0.5,0.495833,0.452294
frame_000038.png,0.5,0.5,0.535417,0.449541
frame_000039.png,0.5,0.5,0.466146,0.440367
frame_000040.png,0.5,0.5,0.486458,0.466055
frame_000041.png,0.5,0.5,0.372917,0.458716
frame_000042.png,0.5,0.5,0.516146,0.443119
frame_000043.png,0.5,0.5,0.671354,0.791743
frame_000044.png,0.5,0.5,0.493229,0.444037
frame_000045.png,0.5,0.5,0.524479,0.449541
frame_000046.png,0.5,0.5,0.428125,0.445872
frame_000047.png,0.5,0.5,0.660417,0.816514
frame_000048.png,0.5,0.5,0.496354,0.09633
frame_000049.png,0.5,0.5,0.496354,0.09633
frame_000050.png,0.5,0.5,0.496354,0.09633
frame_000051.png,0.5,0.5,0.659375,0.807339
frame_000052.png,0.5,0.5,0.6625,0.814679
frame_000053.png,0.5,0.5,0.294792,0.448624
frame_000054.png,0.5,0.5,0.490104,0.447706
frame_000055.png,0.5,0.5,0.476562,0.453211
frame_000056.png,0.5,0.5,0.279687,0.454128
frame_000057.png,0.5,0.5,0.315625,0.457798
frame_000058.png,0.5,0.5,0.663021,0.815596
frame_000059.png,0.5,0.5,0.617188,0.455046
frame_000060.png,0.5,0.5,0.346354,0.449541
frame_000061.png,0.5,0.5,0.34375,0.449541
frame_000062.png,0.5,0.5,0.496354,0.458716
frame_000063.png,0.5,0.5,0.333854,0.463303
frame_000064.png,0.5,0.5,0.5125,0.457798
frame_000065.png,0.5,0.5,0.366146,0.446789
frame_000066.png,0.5,0.5,0.669792,0.788073
frame_000067.png,0.5,0.5,0.515625,0.437615
frame_000068.png,0.5,0.5,0.506771,0.443119
frame_000069.png,0.5,0.5,0.298438,0.445872
frame_000070.png,0.5,0.5,0.542708,0.454128
frame_000071.png,0.5,0.5,0.665625,0.820183
frame_000072.png,0.5,0.5,0.496354,0.09633
frame_000073.png,0.5,0.5,0.496354,0.09633
frame_000074.png,0.5,0.5,0.496354,0.09633
frame_000075.png,0.5,0.5,0.496354,0.09633
frame_000076.png,0.5,0.5,0.6625,0.814679
frame_000077.png,0.5,0.5,0.6625,0.814679
frame_000078.png,0.5,0.5,0.482292,0.450459
frame_000079.png,0.5,0.5,0.500521,0.450459
frame_000080.png,0.5,0.5,0.50625,0.441284
frame_000000.png,0.5,0.5,0.6625,0.814679
frame_000001.png,0.5,0.5,0.6625,0.814679
frame_000002.png,0.5,0.5,0.6625,0.814679
frame_000003.png,0.5,0.5,0.6625,0.814679
frame_000004.png,0.5,0.5,0.6625,0.814679
frame_000005.png,0.5,0.5,0.455208,0.46422
frame_000006.png,0.5,0.5,0.374479,0.454128
frame_000007.png,0.5,0.5,0.661979,0.816514
frame_000008.png,0.5,0.5,0.64375,0.424771
frame_000009.png,0.5,0.5,0.271354,0.448624
frame_000010.png,0.5,0.5,0.502604,0.445872
frame_000011.png,0.5,0.5,0.461979,0.443119
frame_000012.png,0.5,0.5,0.496875,0.450459
frame_000013.png,0.5,0.5,0.64375,0.454128
frame_000014.png,0.5,0.5,0.602604,0.604587
frame_000015.png,0.5,0.5,0.366146,0.440367
frame_000016.png,0.5,0.5,0.519792,0.451376
frame_000017.png,0.5,0.5,0.351042,0.455963
frame_000018.png,0.5,0.5,0.65625,0.455963
frame_000019.png,0.5,0.5,0.520312,0.444954
frame_000020.png,0.5,0.5,0.670833,0.789908
frame_000021.png,0.5,0.5,0.444271,0.450459
frame_000022.png,0.5,0.5,0.480208,0.445872
frame_000023.png,0.5,0.5,0.469792,0.43945
frame_000024.png,0.5,0.5,0.496354,0.09633
