filename,cx_norm,cy_norm,tx_norm,ty_norm
frame_000000.png,0.5,0.5,0.303125,0.448624
frame_000001.png,0.5,0.5,0.579167,0.447706
frame_000002.png,0.5,0.5,0.795833,0.450459
frame_000003.png,0.5,0.5,0.495312,0.453211
frame_000004.png,0.5,0.5,0.579688,0.458716
frame_000005.png,0.5,0.5,0.493229,0.444954
frame_000006.png,0.5,0.5,0.474479,0.43945
frame_000007.png,0.5,0.5,0.120833,0.446789
frame_000008.png,0.5,0.5,0.534896,0.449541
frame_000009.png,0.5,0.5,0.753125,0.449541
frame_000010.png,0.5,0.5,0.596875,0.440367
frame_000011.png,0.5,0.5,0.634375,0.43945
frame_000012.png,0.5,0.5,0.496354,0.440367
frame_000013.png,0.5,0.5,0.539583,0.449541
frame_000014.png,0.5,0.5,0.685937,0.444954
frame_000015.png,0.5,0.5,0.855208,0.444954
frame_000016.png,0.5,0.5,0.401042,0.452294
frame_000017.png,0.5,0.5,0.414062,0.454128
frame_000018.png,0.5,0.5,0.990625,0.453211
frame_000019.png,0.5,0.5,0.504687,0.440367
frame_000020.png,0.5,0.5,0.651563,0.458716
frame_000021.png,0.5,0.5,0.648438,0.453211
frame_000022.png,0.5,0.5,0.504167,0.448624
frame_000023.png,0.5,0.5,0.490625,0.449541
frame_000024.png,0.5,0.5,0.117188,0.450459
frame_000025.png,0.5,0.5,0.798438,0.453211
frame_000026.png,0.5,0.5,0.581771,0.456881
frame_000027.png,0.5,0.5,0.725,0.444954
frame_000028.png,0.5,0.5,0.504687,0.451376
frame_000029.png,0.5,0.5,0.383333,0.449541
frame_000030.png,0.5,0.5,0.472396,0.444954
frame_000031.png,0.5,0.5,0.685937,0.444037
frame_000032.png,0.5,0.5,0.772917,0.442202
frame_000033.png,0.5,0.5,0.593229,0.443119
frame_000034.png,0.5,0.5,0.288542,0.421101
frame_000035.png,0.5,0.5,0.472396,0.421101
frame_000036.png,0.5,0.5,0.525,0.444037
frame_000037.png,0.5,0.5,0.264583,0.452294
frame_000038.png,0.5,0.5,0.488021,0.453211
frame_000039.png,0.5,0.5,0.325,0.459633
frame_000040.png,0.5,0.5,0.472396,0.454128
frame_000041.png,0.5,0.5,0.518229,0.454128
frame_000042.png,0.5,0.5,0.395313,0.447706
frame_000043.png,0.5,0.5,0.526563,0.455963
frame_000044.png,0.5,0.5,0.461458,0.454128
frame_000045.png,0.5,0.5,0.244792,0.452294
frame_000046.png,0.5,0.5,0.56875,0.448624
frame_000047.png,0.5,0.5,0.954167,0.448624
frame_000048.png,0.5,0.5,0.510417,0.453211
frame_000049.png,0.5,0.5,0.535417,0.450459
frame_000050.png,0.5,0.5,0.4875,0.46422
frame_000051.png,0.5,0.5,0.649479,0.450459
frame_000052.png,0.5,0.5,0.429688,0.433028
frame_000053.png,0.5,0.5,0.243229,0.441284
frame_000054.png,0.5,0.5,0.521875,0.463303
frame_000055.png,0.5,0.5,0.534896,0.450459
frame_000056.png,0.5,0.5,0.576042,0.449541
frame_000057.png,0.5,0.5,0.490625,0.444037
frame_000058.png,0.5,0.5,0.516146,0.445872
frame_000059.png,0.5,0.5,0.453646,0.454128
frame_000060.png,0.5,0.5,0.284375,0.453211
frame_000061.png,0.5,0.5,0.476562,0.448624
frame_000062.png,0.5,0.5,0.614583,0.454128
frame_000063.png,0.5,0.5,0.486979,0.457798
frame_000064.png,0.5,0.5,0.188542,0.462385
frame_000065.png,0.5,0.5,0.654687,0.465138
frame_000066.png,0.5,0.5,0.103646,0.461468
frame_000067.png,0.5,0.5,0.543229,0.46422
frame_000068.png,0.5,0.5,0.474479,0.459633
frame_000069.png,0.5,0.5,0.404167,0.454128
frame_000070.png,0.5,0.5,0.244271,0.443119
frame_000071.png,0.5,0.5,0.510938,0.440367
frame_000072.png,0.5,0.5,0.402083,0.451376
frame_000073.png,0.5,0.5,0.508333,0.451376
frame_000074.png,0.5,0.5,0.284375,0.444037
frame_000075.png,0.5,0.5,0.69375,0.455046
frame_000076.png,0.5,0.5,0.886458,0.455046
frame_000077.png,0.5,0.5,0.373437,0.455963
frame_000078.png,0.5,0.5,0.498958,0.440367
frame_000079.png,0.5,0.5,0.55,0.443119
frame_000080.png,0.5,0.5,0.614583,0.444954
frame_000081.png,0.5,0.5,0.518229,0.43578
frame_000082.png,0.5,0.5,0.260417,0.444037
frame_000083.png,0.5,0.5,0.320833,0.449541
frame_000084.png,0.5,0.5,0.169271,0.448624
frame_000085.png,0.5,0.5,0.497396,0.455046
frame_000086.png,0.5,0.5,0.353125,0.458716
frame_000087.png,0.5,0.5,0.960417,0.442202
frame_000088.png,0.5,0.5,0.594271,0.447706
frame_000089.png,0.5,0.5,0.447917,0.444954
frame_000090.png,0.5,0.5,0.65625,0.449541
frame_000091.png,0.5,0.5,0.508854,0.448624
frame_000092.png,0.5,0.5,0.489583,0.453211
frame_000093.png,0.5,0.5,0.465625,0.448624
frame_000094.png,0.5,0.5,0.379688,0.448624
frame_000095.png,0.5,0.5,0.597396,0.433028
frame_000096.png,0.5,0.5,0.264583,0.451376
frame_000097.png,0.5,0.5,0.444271,0.455046
frame_000098.png,0.5,0.5,0.758854,0.452294
frame_000099.png,0.5,0.5,0.527083,0.448624
frame_000100.png,0.5,0.5,0.189583,0.443119
frame_000101.png,0.5,0.5,0.821875,0.46789
frame_000102.png,0.5,0.5,0.371354,0.446789
frame_000103.png,0.5,0.5,0.481771,0.434862
frame_000104.png,0.5,0.5,0.571875,0.404587
frame_000105.png,0.5,0.5,0.476042,0.422018
frame_000106.png,0.5,0.5,0.423958,0.430275
frame_000107.png,0.5,0.5,0.631771,0.444954
frame_000108.png,0.5,0.5,0.501042,0.43945
frame_000109.png,0.5,0.5,0.49375,0.448624
frame_000110.png,0.5,0.5,0.46875,0.441284
frame_000111.png,0.5,0.5,0.406771,0.446789
frame_000112.png,0.5,0.5,0.145833,0.456881
frame_000113.png,0.5,0.5,0.960417,0.448624
frame_000114.png,0.5,0.5,0.499479,0.448624
frame_000115.png,0.5,0.5,0.568229,0.447706
frame_000116.png,0.5,0.5,0.356771,0.445872
frame_000117.png,0.5,0.5,0.511458,0.440367
frame_000118.png,0.5,0.5,0.479167,0.442202
frame_000119.png,0.5,0.5,0.496354,0.438532
frame_000120.png,0.5,0.5,0.911458,0.445872
frame_000121.png,0.5,0.5,0.033333,0.448624
frame_000122.png,0.5,0.5,0.698958,0.443119
frame_000123.png,0.5,0.5,0.288021,0.436697
frame_000124.png,0.5,0.5,0.486979,0.447706
frame_000125.png,0.5,0.5,0.082812,0.446789
frame_000126.png,0.5,0.5,0.580729,0.448624
frame_000127.png,0.5,0.5,0.591667,0.447706
